Date,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,LT.NS,RELIANCE.NS,TCS.NS
10-04-2019,525.3492432,380.3361206,629.833374,1232.328857,592.052124,1730.99707
11-04-2019,530.0806274,376.3320618,621.4658203,1238.124023,598.9002686,1713.39209
12-04-2019,531.9002686,380.7220764,625.6914063,1222.759888,597.2548828,1709.150269
15-04-2019,537.4300537,378.9370728,608.7467041,1219.165894,595.9431763,1792.974121
16-04-2019,541.2457886,392.6859436,605.9018555,1241.179077,597.5440063,1808.67041
18-04-2019,538.5688477,390.1773376,600.0025635,1222.5802,616.3096313,1824.154297
22-04-2019,532.7104492,380.6255798,603.3497925,1222.086182,598.2554932,1833.825439
23-04-2019,527.2158203,382.5552368,609.3325806,1211.348999,606.4821777,1828.39563
24-04-2019,535.3049927,386.9934387,616.2359619,1222.535278,617.8881836,1852.491333
25-04-2019,531.4777222,381.4938965,609.6255493,1217.593628,610.2841187,1862.290527
26-04-2019,535.586853,392.8788757,617.5328369,1220.333984,619.3556519,1899.239258
30-04-2019,544.1572876,393.1683655,628.7037354,1211.66333,619.3556519,1917.735107
02-05-2019,553.1622314,381.6386108,611.5081177,1220.828247,624.8029785,1879.598145
03-05-2019,556.0151367,387.6688232,605.4833374,1225.185791,626.4927979,1808.839844
06-05-2019,546.7402344,387.1864319,601.1323853,1215.39209,615.8427124,1830.771729
07-05-2019,545.3079224,372.9069214,606.2783203,1227.881348,597.4328003,1825.766113
08-05-2019,541.762207,368.7581482,601.9272461,1222.265747,577.8444214,1826.529541
09-05-2019,537.9231567,367.9862671,603.3497925,1218.761597,558.7230835,1843.243408
10-05-2019,539.2380981,371.5561523,599.8352051,1217.908081,556.366272,1812.064209
13-05-2019,537.0543213,363.0656128,602.2200317,1183.900269,547.8727417,1806.082275
14-05-2019,537.2186279,367.0214233,597.3249512,1205.598633,560.5018311,1775.199951
